Permit_Number,Permit_Address,Street_Name,Cross_Street_1,Cross_Street_2,Permit_ZipCode,Applicant,Permit_Purpose,Permit_Approval_Date,Permit_Status,X,Y,Latitude,Longitude,Location1
11WR-0082,2300 33RD AVE,33RD AVE,SANTIAGO ST,SANTIAGO ST,94116,"NextG Networks of California, Inc",Wireless Box,10/15/2012 12:00:00 AM,APPROVED,5986128.8031000001,2099536.6585300001,,,"(37.744126491982101, -122.490655727532)"
11WR-0101,2400 PACHECO ST,28TH AVE,ORTEGA ST,ORTEGA ST,94116,"NextG Networks of California, Inc",Wireless Box,08/29/2012 12:00:00 AM,APPROVED,5987484.9962600004,2101718.5209599999,,,"(37.7501964301361, -122.48612650546799)"
11WR-0101,2400 PACHECO ST,28TH AVE,PACHECO ST,PACHECO ST,94116,"NextG Networks of California, Inc",Wireless Box,08/29/2012 12:00:00 AM,APPROVED,5987484.9962600004,2101718.5209599999,,,"(37.7501964301361, -122.48612650546799)"
11WR-0102,2355 28TH AVE,28TH AVE,TARAVAL ST,TARAVAL ST,94116,"NextG Networks of California, Inc",Wireless Box,08/30/2012 12:00:00 AM,APPROVED,5987604.7430600002,2099260.0803399999,,,"(37.743453185930598, -122.485532024753)"
11WR-0104,2346 38TH AVE,38TH AVE,SANTIAGO ST,SANTIAGO ST,94116,"NextG Networks of California, Inc",Wireless Box,08/30/2012 12:00:00 AM,APPROVED,5984588.2618899997,2099206.0387800001,,,"(37.743128591180799, -122.49595811334601)"
11WR-0107,2062 24TH AVE,24TH AVE,PACHECO ST,PACHECO ST,94116,"NextG Networks of California, Inc",Wireless Box,09/11/2012 12:00:00 AM,APPROVED,5988863.10702,2101294.5575700002,,,"(37.749112559857601, -122.481329925815)"
10WR-0101,2379 FUNSTON AVE,FUNSTON AVE,TARAVAL ST,TARAVAL ST,94116,"NextG Network, Inc",Wireless Box,09/08/2010 12:00:00 AM,APPROVED,5992290.6411699997,2099271.9202100001,,,"(37.743757596684702, -122.46933037809499)"
10WR-0071,2301 ULLOA ST,24TH AVE,ULLOA ST,ULLOA ST,94116,"NextG Network, Inc",Wireless Box,09/03/2010 12:00:00 AM,APPROVED,5988859.3094499996,2098266.3424999998,,,"(37.740797657083498, -122.48112135171201)"
10WR-0068,2167 34TH AVE,34TH AVE,QUINTARA ST,QUINTARA ST,94116,"NextG Network, Inc",Wireless Box,08/30/2010 12:00:00 AM,APPROVED,5985699.75868,2100479.4292799998,,,"(37.746690014522798, -122.492208652402)"
11WR-0105,2343 43RD AVE,43RD AVE,SANTIAGO ST,SANTIAGO ST,94116,"NextG Networks of California, Inc",Wireless Box,08/30/2012 12:00:00 AM,APPROVED,5982951.44594,2099175.5276899999,,,"(37.742948813434701, -122.501615436316)"
11WR-0106,3300 VICENTE ST,44TH AVE,ULLOA ST,ULLOA ST,94116,"NextG Networks of California, Inc",Wireless Box,09/10/2012 12:00:00 AM,APPROVED,5982688.2499399995,2097473.5025499999,,,"(37.738260056940703, -122.502399541703)"
10WR-0067,2818 SANTIAGO ST,39TH AVE,SANTIAGO ST,SANTIAGO ST,94116,"NextG Network, Inc",Wireless Box,09/03/2010 12:00:00 AM,APPROVED,5984104.5105600003,2099562.76871,,,"(37.744079729566799, -122.49765710362399)"
11WR-0106,3300 VICENTE ST,44TH AVE,VICENTE ST,VICENTE ST,94116,"NextG Networks of California, Inc",Wireless Box,09/10/2012 12:00:00 AM,APPROVED,5982688.2499399995,2097473.5025499999,,,"(37.738260056940703, -122.502399541703)"
14WR-0171,2307 33RD AVE,33RD AVE,SANTIAGO ST,SANTIAGO ST,94116,"NextG Networks of California, Inc",Wireless Box,07/30/2015 12:00:00 AM,APPROVED,5986044.3239399996,2099506.8137699999,,,"(37.744039611205999, -122.49094563803099)"
10WR-0065,1900 47TH AVE,47TH AVE,ORTEGA ST,ORTEGA ST,94116,"NextG Network, Inc",Wireless Box,09/03/2010 12:00:00 AM,APPROVED,5981694.4553399999,2102103.5136299999,,,"(37.750914334952803, -122.506178748663)"
10WR-0055,1963 29TH AVE,29TH AVE,ORTEGA ST,ORTEGA ST,94116,"NextG Network, Inc",Wireless Box,09/03/2010 12:00:00 AM,APPROVED,5987204.9230000004,2101916.6485199998,,,"(37.750724108266802, -122.487109553097)"
09WR-0057,500 RIVERA ST,RIVERA ST,15TH AVE,15TH AVE,94116,"Omnipoint Communications, Inc. (T-Mobile)",Wireless Box,10/07/2009 12:00:00 AM,APPROVED,5991586.3935700003,2100498.4597499999,,,"(37.747084636432, -122.47185484813301)"
10WR-0101,2379 FUNSTON AVE,FUNSTON AVE,END,END,94116,"NextG Network, Inc",Wireless Box,09/08/2010 12:00:00 AM,APPROVED,5992290.6411699997,2099271.9202100001,,,"(37.743757596684702, -122.46933037809499)"
10WR-0071,2301 ULLOA ST,24TH AVE,ULLOA ST,ULLOA ST,94116,"NextG Network, Inc",Wireless Box,09/03/2010 12:00:00 AM,APPROVED,5988859.3094499996,2098266.3424999998,,,"(37.740797657083498, -122.48112135171201)"
11WR-0081,2010 42ND AVE,42ND AVE,PACHECO ST,PACHECO ST,94116,"NextG Networks of California, Inc",Wireless Box,08/15/2012 12:00:00 AM,APPROVED,5983270.9830299998,2101429.0592700001,,,"(37.749155152802103, -122.500677186242)"
11WR-0082,2300 33RD AVE,SANTIAGO ST,32ND AVE,32ND AVE,94116,"NextG Networks of California, Inc",Wireless Box,10/15/2012 12:00:00 AM,APPROVED,5986128.8031000001,2099536.6585300001,,,"(37.744126491982101, -122.490655727532)"
09WR-0091,1200 HAIGHT ST,HAIGHT ST,LYON ST,LYON ST,94117,"Omnipoint Communications, Inc. (T-Mobile)",Wireless Box,10/06/2009 12:00:00 AM,APPROVED,6000337.4137899997,2108934.9471399998,,,"(37.770751624915597, -122.442200151468)"
11WR-0067,655 CENTRAL AVE,CENTRAL AVE,FULTON ST,FULTON ST,94117,"NextG Networks of California, Inc",Wireless Box,11/01/2012 12:00:00 AM,APPROVED,5999613.3214100003,2110708.4977299999,,,"(37.775580050648799, -122.444832298245)"
11WR-0067,655 CENTRAL AVE,FULTON ST,CENTRAL AVE,CENTRAL AVE,94117,"NextG Networks of California, Inc",Wireless Box,11/01/2012 12:00:00 AM,APPROVED,5999613.3214100003,2110708.4977299999,,,"(37.775580050648799, -122.444832298245)"
11WR-0068,1794 HAYES ST,HAYES ST,CENTRAL AVE,CENTRAL AVE,94117,"NextG Networks of California, Inc",Wireless Box,08/13/2012 12:00:00 AM,APPROVED,5999324.5637800004,2110170.7934300001,,,"(37.774087168717102, -122.445792498377)"
10WR-0116,36 ASHBURY ST,ASHBURY ST,FULTON ST \ HEMWAY TER,FULTON ST \ HEMWAY TER,94117,"NextG Network, Inc",Wireless Box,10/26/2010 12:00:00 AM,APPROVED,5998750.5449200002,2110552.0767799998,,,"(37.775101283560602, -122.447805575963)"
11WR-0068,1794 HAYES ST,HAYES ST,MASONIC AVE,MASONIC AVE,94117,"NextG Networks of California, Inc",Wireless Box,08/13/2012 12:00:00 AM,APPROVED,5999324.5637800004,2110170.7934300001,,,"(37.774087168717102, -122.445792498377)"
10WR-0118,439 BRODERICK ST,BRODERICK ST,FELL ST,FELL ST,94117,"NextG Network, Inc",Wireless Box,10/04/2010 12:00:00 AM,APPROVED,6001128.0247400003,2110234.1607499998,,,"(37.7743639664792, -122.439558571779)"
09WR-0074,1102 ANZA ST,ANZA ST,02ND AVE,02ND AVE,94118,"Omnipoint Communications, Inc. (T-Mobile)",Wireless Box,10/22/2009 12:00:00 AM,APPROVED,5995238.5404599998,2112201.3559699999,,,"(37.7794284087691, -122.46007379993701)"
10WR-0187,331 14TH AVE,14TH AVE,CLEMENT ST,CLEMENT ST,94118,"NextG Network, Inc",Wireless Box,01/31/2011 12:00:00 AM,APPROVED,5991489.2904099999,2113191.4196000001,,,"(37.781930496469698, -122.473116134753)"
10WR-0038,167 15TH AVE,15TH AVE,CALIFORNIA ST,CALIFORNIA ST,94118,"NextG Network, Inc",Wireless Box,09/24/2010 12:00:00 AM,APPROVED,5991131.3885700004,2114313.4432799998,,,"(37.7849905339652, -122.47443620378201)"
11WR-0062,299 14TH AVE,14TH AVE,CLEMENT ST,CLEMENT ST,94118,"NextG Networks of California, Inc",Wireless Box,08/02/2012 12:00:00 AM,APPROVED,5991442.5657700002,2113466.9272500002,,,"(37.782684259047301, -122.473297878962)"
11WR-0064,3931 GEARY BLVD,GEARY BLVD,03RD AVE,03RD AVE,94118,"NextG Networks of California, Inc",Wireless Box,08/30/2012 12:00:00 AM,APPROVED,5994870.7137700003,2112796.3882399998,,,"(37.781041045416003, -122.46138940679801)"
10WR-0094,733 09TH AVE,09TH AVE,CABRILLO ST,CABRILLO ST,94118,"NextG Network, Inc",Wireless Box,09/27/2010 12:00:00 AM,APPROVED,5993093.5522999996,2110481.9890000001,,,"(37.774583886446699, -122.46736909867801)"
10WR-0093,1135 CABRILLO ST,CABRILLO ST,12TH AVE,12TH AVE,94118,"NextG Network, Inc",Wireless Box,08/30/2010 12:00:00 AM,APPROVED,5992084.7623199997,2110622.0789399999,,,"(37.774910246438701, -122.470868876122)"
09WR-0053,3097 TURK BLVD,TURK BLVD,WILLARD ST,WILLARD ST,94118,"Omnipoint Communications, Inc. (T-Mobile)",Wireless Box,07/08/2009 12:00:00 AM,APPROVED,5996209.0877299998,2111366.0672800001,,,"(37.777190700441601, -122.456655863656)"
11WR-0070,106 15TH AVE,15TH AVE,LAKE ST,LAKE ST,94118,"NextG Networks of California, Inc",Wireless Box,08/13/2012 12:00:00 AM,APPROVED,5991203.6695900001,2114694.2722399998,,,"(37.7860403718675, -122.474213935009)"
10WR-0112,2016 MCALLISTER ST,CENTRAL AVE,MCALLISTER ST,MCALLISTER ST,94118,"NextG Network, Inc",Wireless Box,10/26/2010 12:00:00 AM,APPROVED,5999494.4259799998,2111238.57443,,,"(37.777028719740699, -122.44528170530801)"
11WR-0070,106 15TH AVE,15TH AVE,LAKE ST,LAKE ST,94118,"NextG Networks of California, Inc",Wireless Box,08/13/2012 12:00:00 AM,APPROVED,5991203.6695900001,2114694.2722399998,,,"(37.7860403718675, -122.474213935009)"
11WR-0064,3931 GEARY BLVD,04TH AVE,GEARY BLVD,GEARY BLVD,94118,"NextG Networks of California, Inc",Wireless Box,08/30/2012 12:00:00 AM,APPROVED,5994870.7137700003,2112796.3882399998,,,"(37.781041045416003, -122.46138940679801)"
10WR-0037,161 11TH AVE,11TH AVE,LAKE ST,LAKE ST,94118,"NextG Network, Inc",Wireless Box,09/08/2010 12:00:00 AM,APPROVED,5992387.4880900001,2114384.57601,,,"(37.7852585396694, -122.47009572067)"
10WR-0112,2016 MCALLISTER ST,MCALLISTER ST,CENTRAL AVE,CENTRAL AVE,94118,"NextG Network, Inc",Wireless Box,10/26/2010 12:00:00 AM,APPROVED,5999494.4259799998,2111238.57443,,,"(37.777028719740699, -122.44528170530801)"
09WR-0053,3097 TURK BLVD,GOLDEN GATE AVE,WILLARD ST,WILLARD ST,94118,"Omnipoint Communications, Inc. (T-Mobile)",Wireless Box,07/08/2009 12:00:00 AM,APPROVED,5996209.0877299998,2111366.0672800001,,,"(37.777190700441601, -122.456655863656)"
10WR-0038,167 15TH AVE,15TH AVE,LAKE ST,LAKE ST,94118,"NextG Network, Inc",Wireless Box,09/24/2010 12:00:00 AM,APPROVED,5991131.3885700004,2114313.4432799998,,,"(37.7849905339652, -122.47443620378201)"
09WR-0072,735 07TH AVE,07TH AVE,CABRILLO ST,CABRILLO ST,94118,"Omnipoint Communications, Inc. (T-Mobile)",Wireless Box,07/14/2009 12:00:00 AM,APPROVED,5993767.3911699997,2110524.3816300002,,,"(37.774739162938502, -122.465041255662)"
09WR-0053,3097 TURK BLVD,WILLARD ST NORTH,TURK BLVD \ WILLARD ST,TURK BLVD \ WILLARD ST,94118,"Omnipoint Communications, Inc. (T-Mobile)",Wireless Box,07/08/2009 12:00:00 AM,APPROVED,5996209.0877299998,2111366.0672800001,,,"(37.777190700441601, -122.456655863656)"
10WR-0039,331 14TH AVE,14TH AVE,CLEMENT ST,CLEMENT ST,94118,"NextG Network, Inc",Wireless Box,12/20/2010 12:00:00 AM,APPROVED,5991489.2904099999,2113191.4196000001,,,"(37.781930496469698, -122.473116134753)"
11WR-0060,900 BALBOA ST,10TH AVE,BALBOA ST,BALBOA ST,94118,"NextG Networks of California, Inc",Wireless Box,08/01/2012 12:00:00 AM,APPROVED,5992763.8570900001,2111423.36999,,,"(37.777149625781, -122.468578078154)"
10WR-0037,161 11TH AVE,11TH AVE,CALIFORNIA ST,CALIFORNIA ST,94118,"NextG Network, Inc",Wireless Box,09/08/2010 12:00:00 AM,APPROVED,5992387.4880900001,2114384.57601,,,"(37.7852585396694, -122.47009572067)"
10WR-0039,331 14TH AVE,14TH AVE,CLEMENT ST,CLEMENT ST,94118,"NextG Network, Inc",Wireless Box,12/20/2010 12:00:00 AM,APPROVED,5991489.2904099999,2113191.4196000001,,,"(37.781930496469698, -122.473116134753)"
09WR-0074,1102 ANZA ST,02ND AVE,GEARY BLVD,GEARY BLVD,94118,"Omnipoint Communications, Inc. (T-Mobile)",Wireless Box,10/22/2009 12:00:00 AM,APPROVED,5995238.5404599998,2112201.3559699999,,,"(37.7794284087691, -122.46007379993701)"
10WR-0108,307 30TH AVE,30TH AVE,CALIFORNIA ST,CALIFORNIA ST,94121,"NextG Network, Inc",Wireless Box,10/26/2010 12:00:00 AM,APPROVED,5986470.84179,2113827.7414899999,,,"(37.783385815098598, -122.490524243396)"
10WR-0042,863 34TH AVE,34TH AVE,FULTON ST,FULTON ST,94121,"NextG Network, Inc",Wireless Box,10/01/2010 12:00:00 AM,APPROVED,5985378.3505300004,2110006.1165900002,,,"(37.772828857315901, -122.49402203260399)"
10WR-0045,763 48TH AVE,48TH AVE,CABRILLO ST,CABRILLO ST,94121,"NextG Network, Inc",Wireless Box,09/08/2010 12:00:00 AM,APPROVED,5981017.7440999998,2110521.13656,,,"(37.773986838248398, -122.509143852192)"
10WR-0091,759 17TH AVE,17TH AVE,CABRILLO ST,CABRILLO ST,94121,"NextG Network, Inc",Wireless Box,09/24/2010 12:00:00 AM,APPROVED,5990635.1546499999,2110221.2582200002,,,"(37.773725761139097, -122.475854046395)"
10WR-0092,661 20TH AVE,20TH AVE,BALBOA ST,BALBOA ST,94121,"NextG Network, Inc",Wireless Box,09/03/2010 12:00:00 AM,APPROVED,5989692.9426300004,2110832.9387599998,,,"(37.775350593732902, -122.479158022758)"
10WR-0105,430 28TH AVE,28TH AVE,CLEMENT ST,CLEMENT ST,94121,"NextG Network, Inc",Wireless Box,09/03/2010 12:00:00 AM,APPROVED,5987218.0171299996,2113039.7876900001,,,"(37.781265932191602, -122.487881432264)"
10WR-0106,334 23RD AVE,23RD AVE,CLEMENT ST,CLEMENT ST,94121,"NextG Network, Inc",Wireless Box,09/03/2010 12:00:00 AM,APPROVED,5988766.6751199998,2113070.3854,,,"(37.781440159061702, -122.482526144312)"
10WR-0113,371 29TH AVE,29TH AVE,CALIFORNIA ST,CALIFORNIA ST,94121,"NextG Network, Inc",Wireless Box,10/21/2010 12:00:00 AM,APPROVED,5986807.0199199999,2113453.7159899999,,,"(37.782378478305702, -122.489333705096)"
10WR-0022,230 19TH AVE,19TH AVE,CALIFORNIA ST,CALIFORNIA ST,94121,"NextG Network, Inc",Wireless Box,09/24/2010 12:00:00 AM,APPROVED,5989982.24651,2113821.1545600002,,,"(37.783572201928799, -122.47837581592)"
10WR-0025,110 EL CAMINO DEL MAR ,25TH AVE,EL CAMINO DEL MAR,EL CAMINO DEL MAR,94121,"NextG Network, Inc",Wireless Box,09/24/2010 12:00:00 AM,APPROVED,5988304.6799799995,2115359.7823899998,,,"(37.787699306120601, -122.48429236010401)"
10WR-0028,106 21ST AVE,21ST AVE,LAKE ST,LAKE ST,94121,"NextG Network, Inc",Wireless Box,09/24/2010 12:00:00 AM,APPROVED,5989331.4594299998,2114622.3166800002,,,"(37.7857341659235, -122.480685933102)"
10WR-0042,863 34TH AVE,34TH AVE,CABRILLO ST,CABRILLO ST,94121,"NextG Network, Inc",Wireless Box,10/01/2010 12:00:00 AM,APPROVED,5985378.3505300004,2110006.1165900002,,,"(37.772828857315901, -122.49402203260399)"
10WR-0044,571 32ND AVE,32ND AVE,GEARY BLVD,GEARY BLVD,94121,"NextG Network, Inc",Wireless Box,10/01/2010 12:00:00 AM,APPROVED,5985926.4117700001,2112017.54006,,,"(37.778383706912599, -122.492274391949)"
10WR-0045,763 48TH AVE,48TH AVE,BALBOA ST,BALBOA ST,94121,"NextG Network, Inc",Wireless Box,09/08/2010 12:00:00 AM,APPROVED,5981017.7440999998,2110521.13656,,,"(37.773986838248398, -122.509143852192)"
10WR-0107,101 20TH AVE,20TH AVE,LAKE ST,LAKE ST,94121,"NextG Network, Inc",Wireless Box,09/27/2010 12:00:00 AM,APPROVED,5989555.8894199999,2114637.13882,,,"(37.785787904783398, -122.479910562919)"
10WR-0109,167 26TH AVE,26TH AVE,EL CAMINO DEL MAR,EL CAMINO DEL MAR,94121,"NextG Network, Inc",Wireless Box,10/26/2010 12:00:00 AM,APPROVED,5987685.3170499997,2114870.2177499998,,,"(37.786319019138801, -122.486399252376)"
11WR-0069,2355 LAKE ST,LAKE ST,24TH AVE,24TH AVE,94121,"NextG Networks of California, Inc",Wireless Box,08/13/2012 12:00:00 AM,APPROVED,5988095.4451700002,2114604.8180200001,,,"(37.785614204212301, -122.48496085384799)"
11WR-0092,4605 BALBOA ST,BALBOA ST,47TH AVE,47TH AVE,94121,"NextG Networks of California, Inc",Wireless Box,08/22/2012 12:00:00 AM,APPROVED,5981281.9650299996,2110911.6479199999,,,"(37.775074641403698, -122.508258875579)"
11WR-0094,3900 CABRILLO ST,CABRILLO ST,40TH AVE,40TH AVE,94121,"NextG Networks of California, Inc",Wireless Box,08/22/2012 12:00:00 AM,APPROVED,5983479.8500699997,2110405.8444699999,,,"(37.773815126841299, -122.500618621523)"
11WR-0095,4000 BALBOA ST,41ST AVE,BALBOA ST,BALBOA ST,94121,"NextG Networks of California, Inc",Wireless Box,08/22/2012 12:00:00 AM,APPROVED,5983131.6417699996,2111106.54385,,,"(37.775718596194899, -122.501874965563)"
11WR-0095,4000 BALBOA ST,BALBOA ST,41ST AVE,41ST AVE,94121,"NextG Networks of California, Inc",Wireless Box,08/22/2012 12:00:00 AM,APPROVED,5983131.6417699996,2111106.54385,,,"(37.775718596194899, -122.501874965563)"
11WR-0096,800 48TH AVE,48TH AVE,CABRILLO ST,CABRILLO ST,94121,"NextG Networks of California, Inc",Wireless Box,08/22/2012 12:00:00 AM,APPROVED,5981114.8918700004,2110190.0453599999,,,"(37.773083486030004, -122.508783220705)"
11WR-0054,305 30TH AVE,30TH AVE,CALIFORNIA ST,CALIFORNIA ST,94121,"NextG Networks of California, Inc",Wireless Box,08/01/2012 12:00:00 AM,APPROVED,5986470.84179,2113827.7414899999,,,"(37.783385815098598, -122.490524243396)"
11WR-0054,305 30TH AVE,CALIFORNIA ST,30TH AVE,30TH AVE,94121,"NextG Networks of California, Inc",Wireless Box,08/01/2012 12:00:00 AM,APPROVED,5986470.84179,2113827.7414899999,,,"(37.783385815098598, -122.490524243396)"
11WR-0056,2140 CLEMENT ST,23RD AVE,CLEMENT ST,CLEMENT ST,94121,"NextG Networks of California, Inc",Wireless Box,08/01/2012 12:00:00 AM,APPROVED,5988795.40833,2113375.6173999999,,,"(37.782279911734904, -122.482449114283)"
14wr-0155,842 37TH AVE,37TH AVE,CABRILLO ST,CABRILLO ST,94121,"NextG Networks of California, Inc",Wireless Box,08/05/2015 12:00:00 AM,APPROVED,5984529.8666700004,2110100.6495400001,,,"(37.773038734761101, -122.496963969859)"
14WR-0169,801 43RD AVE,43RD AVE,CABRILLO ST,CABRILLO ST,94121,"NextG Networks of California, Inc",Wireless Box,07/30/2015 12:00:00 AM,APPROVED,5982575.6468200004,2110278.3575200001,,,"(37.773411961550501, -122.503736910236)"
14wr-0180,787 33RD AVE,33RD AVE,BALBOA ST,BALBOA ST,94121,"NextG Networks of California, Inc",Wireless Box,08/05/2015 12:00:00 AM,APPROVED,5985668.9145900002,2110545.8700999999,,,"(37.774327864364402, -122.493056720429)"
09WR-0055,5549 ANZA ST,46TH AVE,ANZA ST,ANZA ST,94121,"Omnipoint Communications, Inc. (T-Mobile)",Wireless Box,10/21/2009 12:00:00 AM,APPROVED,5981380.2046600003,2111596.5497599998,,,"(37.776960968877198, -122.507969890379)"
09WR-0055,5549 ANZA ST,ANZA ST,46TH AVE,46TH AVE,94121,"Omnipoint Communications, Inc. (T-Mobile)",Wireless Box,10/21/2009 12:00:00 AM,APPROVED,5981380.2046600003,2111596.5497599998,,,"(37.776960968877198, -122.507969890379)"
09WR-0079,190 23RD AVE,23RD AVE,LAKE ST,LAKE ST,94121,"Omnipoint Communications, Inc. (T-Mobile)",Wireless Box,07/21/2009 12:00:00 AM,APPROVED,5988735.2959200004,2114076.1560200001,,,"(37.784199895992003, -122.482708426823)"
09WR-0094      ,2256 CABRILLO ST,24TH AVE,BALBOA ST,BALBOA ST,94121,"Omnipoint Communications, Inc. (T-Mobile)",Wireless Box,07/31/2009 12:00:00 AM,APPROVED,5988548.8018699996,2110589.8116199998,,,"(37.774616520942999, -122.483097999634)"
09WR-0106,4300 ANZA ST,ANZA ST,34TH AVE,34TH AVE,94121,"Omnipoint Communications, Inc. (T-Mobile)",Wireless Box,10/06/2009 12:00:00 AM,APPROVED,5985268.9967499999,2111831.9672699999,,,"(37.777835722482202, -122.494534919052)"
10WR-0022,230 19TH AVE,19TH AVE,CLEMENT ST,CLEMENT ST,94121,"NextG Network, Inc",Wireless Box,09/24/2010 12:00:00 AM,APPROVED,5989982.24651,2113821.1545600002,,,"(37.783572201928799, -122.47837581592)"
10WR-0023,365 26TH AVE,26TH AVE,CALIFORNIA ST,CALIFORNIA ST,94121,"NextG Network, Inc",Wireless Box,09/24/2010 12:00:00 AM,APPROVED,5987733.9229199998,2113531.48716,,,"(37.7826460795713, -122.48613278051999)"
10WR-0023,365 26TH AVE,26TH AVE,CLEMENT ST,CLEMENT ST,94121,"NextG Network, Inc",Wireless Box,09/24/2010 12:00:00 AM,APPROVED,5987733.9229199998,2113531.48716,,,"(37.7826460795713, -122.48613278051999)"
10WR-0028,106 21ST AVE,21ST AVE,LAKE ST,LAKE ST,94121,"NextG Network, Inc",Wireless Box,09/24/2010 12:00:00 AM,APPROVED,5989331.4594299998,2114622.3166800002,,,"(37.7857341659235, -122.480685933102)"
10WR-0040,463 47TH AVE,47TH AVE,POINT LOBOS AVE,POINT LOBOS AVE,94121,"NextG Network, Inc",Wireless Box,10/01/2010 12:00:00 AM,APPROVED,5981253.2367399996,2112548.7489700001,,,"(37.779567944213497, -122.508479806441)"
10WR-0041,863 41ST AVE,41ST AVE,CABRILLO ST,CABRILLO ST,94121,"NextG Network, Inc",Wireless Box,10/01/2010 12:00:00 AM,APPROVED,5983209.7810500003,2109929.0560499998,,,"(37.772490145437899, -122.50151754017899)"
10WR-0044,571 32ND AVE,32ND AVE,ANZA ST,ANZA ST,94121,"NextG Network, Inc",Wireless Box,10/01/2010 12:00:00 AM,APPROVED,5985926.4117700001,2112017.54006,,,"(37.778383706912599, -122.492274391949)"
11WR-0057,3112 CABRILLO ST,CABRILLO ST,32ND AVE,32ND AVE,94121,"NextG Networks of California, Inc",Wireless Box,08/31/2012 12:00:00 AM,APPROVED,5985914.4859499997,2110494.2045300002,,,"(37.774200364215297, -122.492203450651)"
11WR-0061,1900 CABRILLO ST,20TH AVE,CABRILLO ST,CABRILLO ST,94121,"NextG Networks of California, Inc",Wireless Box,08/01/2012 12:00:00 AM,APPROVED,5989657.9604099998,2110630.0661300002,,,"(37.774791529826402, -122.479264188714)"
11WR-0069,2355 LAKE ST,25TH AVE,LAKE ST,LAKE ST,94121,"NextG Networks of California, Inc",Wireless Box,08/13/2012 12:00:00 AM,APPROVED,5988095.4451700002,2114604.8180200001,,,"(37.785614204212301, -122.48496085384799)"
11WR-0092,4605 BALBOA ST,47TH AVE,BALBOA ST,BALBOA ST,94121,"NextG Networks of California, Inc",Wireless Box,08/22/2012 12:00:00 AM,APPROVED,5981281.9650299996,2110911.6479199999,,,"(37.775074641403698, -122.508258875579)"
09WR-0055,5549 ANZA ST,47TH AVE,ANZA ST,ANZA ST,94121,"Omnipoint Communications, Inc. (T-Mobile)",Wireless Box,10/21/2009 12:00:00 AM,APPROVED,5981380.2046600003,2111596.5497599998,,,"(37.776960968877198, -122.507969890379)"
09WR-0079,190 23RD AVE,CALIFORNIA ST,22ND AVE,22ND AVE,94121,"Omnipoint Communications, Inc. (T-Mobile)",Wireless Box,07/21/2009 12:00:00 AM,APPROVED,5988735.2959200004,2114076.1560200001,,,"(37.784199895992003, -122.482708426823)"
09WR-0094      ,2256 CABRILLO ST,24TH AVE,CABRILLO ST,CABRILLO ST,94121,"Omnipoint Communications, Inc. (T-Mobile)",Wireless Box,07/31/2009 12:00:00 AM,APPROVED,5988548.8018699996,2110589.8116199998,,,"(37.774616520942999, -122.483097999634)"
10WR-0024,367 31ST AVE,31ST AVE,CALIFORNIA ST,CALIFORNIA ST,94121,"NextG Network, Inc",Wireless Box,11/12/2010 12:00:00 AM,APPROVED,5986185.6809400003,2113460.53094,,,"(37.7823609003716, -122.49148373618399)"
10WR-0024,367 31ST AVE,31ST AVE,CLEMENT ST,CLEMENT ST,94121,"NextG Network, Inc",Wireless Box,11/12/2010 12:00:00 AM,APPROVED,5986185.6809400003,2113460.53094,,,"(37.7823609003716, -122.49148373618399)"
10WR-0025,110 EL CAMINO DEL MAR ,EL CAMINO DEL MAR,LINCOLN BLVD,LINCOLN BLVD,94121,"NextG Network, Inc",Wireless Box,09/24/2010 12:00:00 AM,APPROVED,5988304.6799799995,2115359.7823899998,,,"(37.787699306120601, -122.48429236010401)"
10WR-0040,463 47TH AVE,47TH AVE,POINT LOBOS AVE,POINT LOBOS AVE,94121,"NextG Network, Inc",Wireless Box,10/01/2010 12:00:00 AM,APPROVED,5981253.2367399996,2112548.7489700001,,,"(37.779567944213497, -122.508479806441)"
10WR-0041,863 41ST AVE,41ST AVE,FULTON ST,FULTON ST,94121,"NextG Network, Inc",Wireless Box,10/01/2010 12:00:00 AM,APPROVED,5983209.7810500003,2109929.0560499998,,,"(37.772490145437899, -122.50151754017899)"
10WR-0086,765 34TH AVE,34TH AVE,BALBOA ST,BALBOA ST,94121,"NextG Network, Inc",Wireless Box,09/03/2010 12:00:00 AM,APPROVED,5985343.4385299999,2110671.0647399998,,,"(37.774652572752203, -122.49419181538001)"
10WR-0104,431 33RD AVE,33RD AVE,CLEMENT ST,CLEMENT ST,94121,"NextG Network, Inc",Wireless Box,08/30/2010 12:00:00 AM,APPROVED,5985569.4302099999,2112977.65888,,,"(37.780999041539097, -122.49358007018201)"
10WR-0107,101 20TH AVE,20TH AVE,LAKE ST,LAKE ST,94121,"NextG Network, Inc",Wireless Box,09/27/2010 12:00:00 AM,APPROVED,5989555.8894199999,2114637.13882,,,"(37.785787904783398, -122.479910562919)"
10WR-0108,307 30TH AVE,30TH AVE,CALIFORNIA ST,CALIFORNIA ST,94121,"NextG Network, Inc",Wireless Box,10/26/2010 12:00:00 AM,APPROVED,5986470.84179,2113827.7414899999,,,"(37.783385815098598, -122.490524243396)"
11WR-0059,3800 ANZA ST,29TH AVE,ANZA ST,ANZA ST,94121,"NextG Networks of California, Inc",Wireless Box,08/01/2012 12:00:00 AM,APPROVED,5986822.3384600002,2111888.75226,,,"(37.778082427876598, -122.48916561736699)"
