Permit_Number,Permit_Address,Street_Name,Cross_Street_1,Cross_Street_2,Permit_ZipCode,Applicant,Permit_Purpose,Permit_Approval_Date,Permit_Status,X,Y,Latitude,Longitude,Location1
09WR-0031      ,390 28TH ST,28TH ST,NOE ST,NOE ST,94131,"NextG Network, Inc.",Wireless Box,09/03/2009 12:00:00 AM,APPROVED,6003369.8102900004,2099547.0689400001,,,"(37.745147105840601, -122.43104089926101)"
09WR-0121,222 RANDALL ST,RANDALL ST,WHITNEY ST,WHITNEY ST,94131,"Omnipoint Communications, Inc. (T-Mobile)",Wireless Box,08/10/2009 12:00:00 AM,APPROVED,6004147.7080100002,2097629.3444300001,,,"(37.739925522865903, -122.428214416518)"
11WR-0004,210 MOFFITT ST,DIAMOND ST,MOFFITT ST,MOFFITT ST,94131,"NextG Networks of California, Inc",Wireless Box,09/07/2011 12:00:00 AM,APPROVED,6002389.9900700003,2097171.6832699999,,,"(37.7385692802373, -122.434259155807)"
09WR-0111,5175 DIAMOND HEIGHTS BLVD,27TH ST,SAFIRA LN,SAFIRA LN,94131,"NextG Network, Inc.",Wireless Box,03/03/2010 12:00:00 AM,APPROVED,6000803.50079,2099949.3328999998,,,"(37.746105874484201, -122.439943568513)"
09WR-0071,1651 CHURCH ST,CHURCH ST,VALLEY ST,VALLEY ST,94131,"Omnipoint Communications, Inc. (T-Mobile)",Wireless Box,07/27/2009 12:00:00 AM,APPROVED,6004660.9733899999,2099244.3070800002,,,"(37.744388869675603, -122.426554724151)"
09WR-0071,1651 CHURCH ST,CHURCH ST,VALLEY ST,VALLEY ST,94131,"Omnipoint Communications, Inc. (T-Mobile)",Wireless Box,07/27/2009 12:00:00 AM,APPROVED,6004660.9733899999,2099244.3070800002,,,"(37.744388869675603, -122.426554724151)"
11WR-0050,1550 DIAMOND ST,28TH ST,DIAMOND ST,DIAMOND ST,94131,"ExteNet Systems, Inc.",Wireless Box,12/21/2011 12:00:00 AM,APPROVED,6001976.6037600003,2099476.1074700002,,,"(37.744873218657098, -122.435853282162)"
09WR-0121,222 RANDALL ST,RANDALL ST,WHITNEY ST,WHITNEY ST,94131,"Omnipoint Communications, Inc. (T-Mobile)",Wireless Box,08/10/2009 12:00:00 AM,APPROVED,6004147.7080100002,2097629.3444300001,,,"(37.739925522865903, -122.428214416518)"
09WR-0084,310 CONGO ST,CONGO ST,MONTEREY BLVD,MONTEREY BLVD,94131,"Omnipoint Communications, Inc. (T-Mobile)",Wireless Box,07/28/2009 12:00:00 AM,APPROVED,6000108.8171399999,2094707.2567700001,,,"(37.7316728020241, -122.44196949663301)"
09WR-0084,310 CONGO ST,CONGO ST,MONTEREY BLVD,MONTEREY BLVD,94131,"Omnipoint Communications, Inc. (T-Mobile)",Wireless Box,07/28/2009 12:00:00 AM,APPROVED,6000108.8171399999,2094707.2567700001,,,"(37.7316728020241, -122.44196949663301)"
09WR-0016,299 CHENERY ST,CHENERY ST,MIGUEL ST \ WHITNEY ST,MIGUEL ST \ WHITNEY ST,94131,"NextG Network, Inc.",Wireless Box,09/03/2009 12:00:00 AM,APPROVED,6004350.4641699996,2096603.0321800001,,,"(37.7371189727359, -122.42744027482399)"
09WR-0017,40 MATEO ST,LAIDLEY ST,MATEO ST,MATEO ST,94131,"NextG Network, Inc.",Wireless Box,09/03/2009 12:00:00 AM,APPROVED,6003683.3710099999,2096564.45909,,,"(37.7369753072349, -122.429743967333)"
09WR-0054,1502 NOE ST,28TH ST,NOE ST,NOE ST,94131,"Omnipoint Communications, Inc. (T-Mobile)",Wireless Box,07/08/2009 12:00:00 AM,APPROVED,6003264.5499999998,2099431.0009300001,,,"(37.744822444997602, -122.431396586858)"
08WR-0024,265 ORIZABA AVE,ORIZABA AVE,BROAD ST,BROAD ST,94132,"Newpath Networks, LLC.",Wireless Box,06/05/2008 12:00:00 AM,APPROVED,5993972.99706,2088296.23973,,,"(37.713718138026699, -122.462717189644)"
10WR-0143,760 HEAD ST,GARFIELD ST,HEAD ST,HEAD ST,94132,"NextG Network, Inc",Wireless Box,02/04/2011 12:00:00 AM,APPROVED,5993559.9660599995,2090875.3100399999,,,"(37.720775849171702, -122.464331897684)"
10WR-0127,60 MONTICELLO ST,SARGENT ST,BYXBEE ST,BYXBEE ST,94132,"NextG Network, Inc",Wireless Box,01/18/2011 12:00:00 AM,APPROVED,5991719.0107500004,2089160.5693699999,,,"(37.7159613034475, -122.470570630065)"
10WR-0124,60 NIANTIC AVE,NIANTIC AVE,PANAMA ST,PANAMA ST,94132,"NextG Network, Inc",Wireless Box,11/02/2010 12:00:00 AM,APPROVED,5992241.8085899996,2086645.7023499999,,,"(37.709086300702303, -122.468580736308)"
10WR-0131,355 BRIGHT ST,BRIGHT ST,SARGENT ST,SARGENT ST,94132,"NextG Network, Inc",Wireless Box,02/04/2011 12:00:00 AM,APPROVED,5993728.3194000004,2089551.5265899999,,,"(37.717150760860598, -122.463653928667)"
08WR-0025,100 RALSTON ST,RALSTON ST,RANDOLPH ST,RANDOLPH ST,94132,"Newpath Networks, LLC.",Wireless Box,06/05/2008 12:00:00 AM,APPROVED,5992242.7344399998,2088583.0433,,,"(37.714405826725098, -122.468718412077)"
10WR-0128,50 VERNON ST,VERNON ST,END,END,94132,"NextG Network, Inc",Wireless Box,11/02/2010 12:00:00 AM,APPROVED,5992487.8241800005,2088224.8757,,,"(37.713436540581696, -122.4678452572)"
09WR-0083,344 GARFIELD ST,GARFIELD ST,RAMSELL ST,RAMSELL ST,94132,"Omnipoint Communications, Inc. (T-Mobile)",Wireless Box,10/07/2009 12:00:00 AM,APPROVED,5993041.7774700001,2090522.09978,,,"(37.719776136744798, -122.466097447875)"
09WR-0073,478 ORIZABA AVE,ORIZABA AVE,MONTANA ST,MONTANA ST,94132,"Omnipoint Communications, Inc. (T-Mobile)",Wireless Box,10/07/2009 12:00:00 AM,APPROVED,5994066.0664299997,2089609.43035,,,"(37.7173292064614, -122.46249070417601)"
10WR-0143,760 HEAD ST,HEAD ST,GARFIELD ST,GARFIELD ST,94132,"NextG Network, Inc",Wireless Box,02/04/2011 12:00:00 AM,APPROVED,5993559.9660599995,2090875.3100399999,,,"(37.720775849171702, -122.464331897684)"
09WR-0083,344 GARFIELD ST,GARFIELD ST,VICTORIA ST,VICTORIA ST,94132,"Omnipoint Communications, Inc. (T-Mobile)",Wireless Box,10/07/2009 12:00:00 AM,APPROVED,5993041.7774700001,2090522.09978,,,"(37.719776136744798, -122.466097447875)"
10WR-0122,515 ARCH ST,ARCH ST,GARFIELD ST,GARFIELD ST,94132,"NextG Network, Inc",Wireless Box,01/26/2011 12:00:00 AM,APPROVED,5992702.0622699996,2090611.10256,,,"(37.720000911636198, -122.467278181335)"
15wr-0010,1848 MASON ST,MASON ST,KENT ST,KENT ST,94133,"ExteNet Systems, Inc.",Wireless Box,05/04/2015 12:00:00 AM,APPROVED,6009157.7203000002,2119665.2744399998,,,"(37.800713258034399, -122.412449035085)"
15wr-0007,2500 LEAVENWORTH ST,LEAVENWORTH ST,FRANCISCO ST,FRANCISCO ST,94133,"ExteNet Systems, Inc.",Wireless Box,05/04/2015 12:00:00 AM,APPROVED,6007517.7488399995,2120981.9463399998,,,"(37.804236337640098, -122.418217431318)"
15WR-0005,2414 JONES ST,JONES ST,CHESTNUT ST,CHESTNUT ST,94133,"ExteNet Systems, Inc.",Wireless Box,05/29/2015 12:00:00 AM,APPROVED,6008057.8274900001,2120766.3483500001,,,"(37.8036747448268, -122.416333161841)"
15WR-0002,756 GREEN ST,GREEN ST,AUGUST ALY,AUGUST ALY,94133,"ExteNet Systems, Inc.",Wireless Box,05/05/2015 12:00:00 AM,APPROVED,6009394.14109,2119155.2646300001,,,"(37.799326161921499, -122.411594863774)"
14WR-0065,1447 POWELL ST,POWELL ST,BROADWAY \ ROBERT C LEVY TUNL,BROADWAY \ ROBERT C LEVY TUNL,94133,"ExteNet Systems, Inc.",Wireless Box,05/01/2015 12:00:00 AM,APPROVED,6009631.9539299998,2118661.52513,,,"(37.797983811590498, -122.41073705711)"
14WR-0027,890 JACKSON ST,ADELE CT,JACKSON ST,JACKSON ST,94133,"ExteNet Systems, Inc.",Wireless Box,04/22/2015 12:00:00 AM,APPROVED,6009915.9284300003,2117832.5005399999,,,"(37.795723430634801, -122.409695873454)"
15WR-0184,230 FRANCISCO ST,FRANCISCO ST,GRANT AVE,GRANT AVE,94133,"ExteNet Systems, Inc.",Wireless Box,09/10/2015 12:00:00 AM,APPROVED,6010183.4944900004,2121331.5312800002,,,"(37.805345898724603, -122.409017050831)"
15WR-0108,1520 TAYLOR ST,TAYLOR ST,PACIFIC AVE,PACIFIC AVE,94133,"ExteNet Systems, Inc.",Wireless Box,09/10/2015 12:00:00 AM,APPROVED,6008887.4413099997,2118113.1525400002,,,"(37.796436344226102, -122.413274494213)"
15WR-0107,908 BROADWAY ,BROADWAY,MASON ST,MASON ST,94133,"ExteNet Systems, Inc.",Wireless Box,08/18/2015 12:00:00 AM,APPROVED,6009125.0573100001,2118412.7175599998,,,"(37.7972722135449, -122.41247347465701)"
15WR-0083,2051 STOCKTON ST,STOCKTON ST,PFEIFFER ST,PFEIFFER ST,94133,"ExteNet Systems, Inc.",Wireless Box,09/10/2015 12:00:00 AM,APPROVED,6009865.1398,2121080.3939899998,,,"(37.804568057443603, -122.410968543838)"
14WR-0069,1050 FILBERT ST,FILBERT ST,ATTRIDGE ALY,ATTRIDGE ALY,94133,"ExteNet Systems, Inc.",Wireless Box,05/01/2015 12:00:00 AM,APPROVED,6007906.1689999998,2119607.5183199998,,,"(37.800484359671998, -122.416775838334)"
14wr-0039,756 CHESTNUT ST,CHESTNUT ST,COLUMBUS AVE \ TAYLOR ST,COLUMBUS AVE \ TAYLOR ST,94133,"ExteNet Systems, Inc.",Wireless Box,07/13/2015 12:00:00 AM,APPROVED,6008160.0333200004,2120720.9642599998,,,"(37.803555878278303, -122.415976256397)"
15WR-0078,337 NORTH POINT ST,NORTH POINT ST,POWELL ST,POWELL ST,94133,"ExteNet Systems, Inc.",Wireless Box,08/21/2015 12:00:00 AM,APPROVED,6009115.3052300001,2121820.0833299998,,,"(37.806191424346402, -122.412869143468)"
15WR-0082,432 CHESTNUT ST,CHESTNUT ST,STOCKTON ST,STOCKTON ST,94133,"ExteNet Systems, Inc.",Wireless Box,09/10/2015 12:00:00 AM,APPROVED,6009754.7378099998,2120991.6372699998,,,"(37.804388607164803, -122.410476809312)"
14WR-0034,539 FRANCISCO ST,FRANCISCO ST,MASON ST,MASON ST,94133,"ExteNet Systems, Inc.",Wireless Box,04/22/2015 12:00:00 AM,APPROVED,6008734.6909600003,2121030.8586499998,,,"(37.804439062107797, -122.414009556397)"
14WR-0026,826 VALLEJO ST,VALLEJO ST,POWELL ST,POWELL ST,94133,"ExteNet Systems, Inc.",Wireless Box,04/22/2015 12:00:00 AM,APPROVED,6009569.7237400003,2118820.7259300002,,,"(37.798417448501297, -122.410963642599)"
14wr-0023,2151 JONES ST,JONES ST,VALPARAISO ST,VALPARAISO ST,94133,"ExteNet Systems, Inc.",Wireless Box,07/13/2015 12:00:00 AM,APPROVED,6008102.5908500003,2119834.9302699999,,,"(37.801119821800597, -122.41611225206201)"
15WR-0086,511 GREEN ST,GREEN ST,GRANT AVE,GRANT AVE,94133,"ExteNet Systems, Inc.",Wireless Box,08/12/2015 12:00:00 AM,APPROVED,6010547.2106299996,2119215.0184499999,,,"(37.799554843303603, -122.40760903692301)"
15WR-0087,570 UNION ST,UNION ST,JASPER PL,JASPER PL,94133,"ExteNet Systems, Inc.",Wireless Box,09/11/2015 12:00:00 AM,APPROVED,6010243.6587399999,2119605.55376,,,"(37.800610160959998, -122.408687006311)"
14WR-0029,822 GREENWICH ST,GREENWICH ST,MASON ST,MASON ST,94133,"ExteNet Systems, Inc.",Wireless Box,04/22/2015 12:00:00 AM,APPROVED,6008913.9750499995,2120118.1980699999,,,"(37.801943191964, -122.41332454518501)"
14WR-0030,24 VALPARAISO ST,VALPARAISO ST,MASON ST,MASON ST,94133,"ExteNet Systems, Inc.",Wireless Box,04/22/2015 12:00:00 AM,APPROVED,6008939.0094499998,2119943.3011099999,,,"(37.801464373979599, -122.413225539235)"
14WR-0046,875 LOMBARD ST,LOMBARD ST,TAYLOR ST,TAYLOR ST,94133,"ExteNet Systems, Inc.",Wireless Box,05/22/2015 12:00:00 AM,APPROVED,6008198.5273399996,2120222.9209599998,,,"(37.802190540641298, -122.41580775831299)"
14WR-0048,1085 GREENWICH ST,GREENWICH ST,JONES ST,JONES ST,94133,"ExteNet Systems, Inc.",Wireless Box,05/01/2015 12:00:00 AM,APPROVED,6007780.4963499997,2119875.92625,,,"(37.801214271161498, -122.417229748076)"
14WR-0104,1300 COLUMBUS AVE,COLUMBUS AVE,LEAVENWORTH ST,LEAVENWORTH ST,94133,"ExteNet Systems, Inc.",Wireless Box,05/01/2015 12:00:00 AM,APPROVED,6007459.9796000002,2121705.1860400001,,,"(37.806218918270801, -122.418468661348)"
14wr-0123,1932 TAYLOR ST,TAYLOR ST,ALADDIN TER \ REDFIELD ALY,ALADDIN TER \ REDFIELD ALY,94133,"ExteNet Systems, Inc.",Wireless Box,05/04/2015 12:00:00 AM,APPROVED,6008684.5312799998,2119556.9715,,,"(37.800389319168097, -122.41407880410701)"
15WR-0070,758 PACIFIC AVE,PACIFIC AVE,PELTON PL,PELTON PL,94133,"ExteNet Systems, Inc.",Wireless Box,09/10/2015 12:00:00 AM,APPROVED,6010469.0096699996,2118235.8803099999,,,"(37.796861991259902, -122.407810561055)"
15WR-0073,2340 STOCKTON ST,STOCKTON ST,NORTH POINT ST,NORTH POINT ST,94133,"ExteNet Systems, Inc.",Wireless Box,08/21/2015 12:00:00 AM,APPROVED,6009787.8729100004,2122110.8046499998,,,"(37.807463418999603, -122.41044121602199)"
15WR-0079,165 NORTH POINT ST,NORTH POINT ST,GRANT AVE,GRANT AVE,94133,"ExteNet Systems, Inc.",Wireless Box,09/15/2015 12:00:00 AM,APPROVED,6009926.7269599997,2121776.8072899999,,,"(37.806554128792797, -122.40993708472099)"
15WR-0084,566 FILBERT ST,FILBERT ST,JASPER PL,JASPER PL,94133,"ExteNet Systems, Inc.",Wireless Box,08/04/2015 12:00:00 AM,APPROVED,6010220.2306399997,2119948.7794499998,,,"(37.801551262042601, -122.40879230570199)"
15WR-0088,455 GREEN ST,GREEN ST,VARENNES ST,VARENNES ST,94133,"ExteNet Systems, Inc.",Wireless Box,09/11/2015 12:00:00 AM,APPROVED,6010840.6880599996,2119231.3520800001,,,"(37.799616114896402, -122.406594646012)"
15WR-0123,393 GREEN ST,GREEN ST,RENO PL,RENO PL,94133,"ExteNet Systems, Inc.",Wireless Box,09/10/2015 12:00:00 AM,APPROVED,6011115.4211100005,2119285.6570899999,,,"(37.799780589780802, -122.405647792111)"
15WR-0128,1941 LEAVENWORTH ST,LEAVENWORTH ST,MACONDRAY LN,MACONDRAY LN,94133,"ExteNet Systems, Inc.",Wireless Box,09/10/2015 12:00:00 AM,APPROVED,6007695.6119999997,2119080.4793500002,,,"(37.799025397672999, -122.417467079784)"
15WR-0090,572 VALLEJO ST,VALLEJO ST,POLLARD PL \ ROMOLO ST,POLLARD PL \ ROMOLO ST,94133,"ExteNet Systems, Inc.",Wireless Box,09/11/2015 12:00:00 AM,APPROVED,6010778.8266399996,2118996.5090399999,,,"(37.798967832084301, -122.406792150092)"
15WR-0103,960 GREEN ST,GREEN ST,END,END,94133,"ExteNet Systems, Inc.",Wireless Box,08/04/2015 12:00:00 AM,APPROVED,6008460.4077199996,2119016.9266499998,,,"(37.798893899771301, -122.41481612163599)"
14WR-0017,1608 POWELL ST,POWELL ST,GREEN ST,GREEN ST,94133,"ExteNet Systems, Inc.",Wireless Box,04/22/2015 12:00:00 AM,APPROVED,6009703.7464399999,2119222.1083300002,,,"(37.799527060183202, -122.410528239443)"
14WR-0020,935 FILBERT ST,FILBERT ST,REDFIELD ALY,REDFIELD ALY,94133,"ExteNet Systems, Inc.",Wireless Box,05/01/2015 12:00:00 AM,APPROVED,6008447.1928500002,2119622.06061,,,"(37.8005547043715, -122.414904701618)"
14WR-0052,1090 JACKSON ST,JACKSON ST,AUBURN ST,AUBURN ST,94133,"ExteNet Systems, Inc.",Wireless Box,05/01/2015 12:00:00 AM,APPROVED,6008969.6990200002,2117702.2455600002,,,"(37.795312712560197, -122.412960796345)"
15WR-0183,2650 MASON ST,MASON ST,BEACH ST,BEACH ST,94133,"ExteNet Systems, Inc.",Wireless Box,08/21/2015 12:00:00 AM,APPROVED,6008981.6911199996,2122342.0240099998,,,"(37.808053061994798, -122.413247563371)"
15WR-0122,387 UNION ST,UNION ST,CASTLE ST,CASTLE ST,94133,"ExteNet Systems, Inc.",Wireless Box,09/10/2015 12:00:00 AM,APPROVED,6011064.8014599998,2119632.3345400002,,,"(37.800729650770002, -122.4058473896)"
15WR-0106,1522 MASON ST,MASON ST,BROADWAY,BROADWAY,94133,"ExteNet Systems, Inc.",Wireless Box,09/10/2015 12:00:00 AM,APPROVED,6009336.8695499999,2118534.9656699998,,,"(37.797619761215202, -122.411749190245)"
15WR-0097,730 FRANCISCO ST,FRANCISCO ST,JONES ST,JONES ST,94133,"ExteNet Systems, Inc.",Wireless Box,08/04/2015 12:00:00 AM,APPROVED,6007813.7614599997,2120988.1095400001,,,"(37.803737748240202, -122.417190278219)"
15WR-0089,334 VALLEJO ST,VALLEJO ST,SANSOME ST,SANSOME ST,94133,"ExteNet Systems, Inc.",Wireless Box,08/12/2015 12:00:00 AM,APPROVED,6011853.7592000002,2119145.2361099999,,,"(37.799436287078798, -122.403082971703)"
15WR-0077,555 NORTH POINT ST,NORTH POINT ST,TAYLOR ST,TAYLOR ST,94133,"ExteNet Systems, Inc.",Wireless Box,09/14/2015 12:00:00 AM,APPROVED,6008149.2836699998,2121661.5296299998,,,"(37.8061378290178, -122.416080106553)"
15WR-0076,320 BAY ST,BAY ST,POWELL ST,POWELL ST,94133,"ExteNet Systems, Inc.",Wireless Box,09/14/2015 12:00:00 AM,APPROVED,6009213.5778000001,2121680.61785,,,"(37.806250022748699, -122.412398275828)"
14wr-0108,2215 LEAVENWORTH ST,LEAVENWORTH ST,GREENWICH ST,GREENWICH ST,94133,"ExteNet Systems, Inc.",Wireless Box,07/13/2015 12:00:00 AM,APPROVED,6007564.3711200003,2120002.7081499998,,,"(37.801550221056601, -122.41798663038701)"
15WR-0064,699 JACKSON ST,JACKSON ST,BECKETT ST,BECKETT ST,94133,"ExteNet Systems, Inc.",Wireless Box,08/04/2015 12:00:00 AM,APPROVED,6010842.6139099998,2117873.6487599998,,,"(37.795888299365501, -122.406492258637)"
15WR-0013,600 CHESTNUT ST,CHESTNUT ST,MASON ST,MASON ST,94133,"ExteNet Systems, Inc.",Wireless Box,05/05/2015 12:00:00 AM,APPROVED,6008849.2084499998,2120803.9716400001,,,"(37.803822518336197, -122.413597200208)"
09WR-0070,590 CAMBRIDGE ST,BACON ST,CAMBRIDGE ST,CAMBRIDGE ST,94134,"Omnipoint Communications, Inc. (T-Mobile)",Wireless Box,07/28/2009 12:00:00 AM,APPROVED,6007105.36515,2091809.19728,,,"(37.7241115750167, -122.417575647939)"
08WR-0027,189 HALE ST,HALE ST,BARNEVELD AVE,BARNEVELD AVE,94134,"Newpath Networks, LLC.",Wireless Box,06/05/2008 12:00:00 AM,APPROVED,6009667.6487400001,2094602.5276500001,,,"(37.7319253157482, -122.408915174177)"
09WR-0068,396 ARLETA AVE,ARLETA AVE,ELLIOT ST,ELLIOT ST,94134,"Omnipoint Communications, Inc. (T-Mobile)",Wireless Box,07/28/2009 12:00:00 AM,APPROVED,6008984.0700599998,2088492.73508,,,"(37.715110797030498, -122.410847105603)"
08WR-0021,294 BROOKDALE AVE,BROOKDALE AVE,BLYTHDALE AVE,BLYTHDALE AVE,94134,"Newpath Networks, LLC.",Wireless Box,06/05/2008 12:00:00 AM,APPROVED,6005078.6789199999,2086835.3220500001,,,"(37.710340137789103, -122.42422802238001)"
09WR-0047,100 PARQUE DR,CARRIZAL ST,VELASCO AVE,VELASCO AVE,94134,"Newpath Networks, LLC.",Wireless Box,07/21/2009 12:00:00 AM,APPROVED,6006176.1117599998,2086696.8003499999,,,"(37.710021691633997, -122.420425233492)"
10WR-0159,863 COLBY ST,COLBY ST,OLMSTEAD ST,OLMSTEAD ST,94134,"NextG Network, Inc",Wireless Box,02/04/2011 12:00:00 AM,APPROVED,6009251.9258199995,2090191.7077299999,,,"(37.7197908395148, -122.410041147705)"
09WR-0130,939 DARTMOUTH ST,DARTMOUTH ST,MANSELL ST,MANSELL ST,94134,"Omnipoint Communications, Inc. (T-Mobile)",Wireless Box,10/22/2009 12:00:00 AM,APPROVED,6009635.8764899997,2089963.7393499999,,,"(37.719186397995898, -122.40869788587401)"
09WR-0068,396 ARLETA AVE,ELLIOT ST,TEDDY AVE,TEDDY AVE,94134,"Omnipoint Communications, Inc. (T-Mobile)",Wireless Box,07/28/2009 12:00:00 AM,APPROVED,6008984.0700599998,2088492.73508,,,"(37.715110797030498, -122.410847105603)"
09WR-0070,590 CAMBRIDGE ST,CAMBRIDGE ST,BURROWS ST,BURROWS ST,94134,"Omnipoint Communications, Inc. (T-Mobile)",Wireless Box,07/28/2009 12:00:00 AM,APPROVED,6007105.36515,2091809.19728,,,"(37.7241115750167, -122.417575647939)"
09WR-0047,100 PARQUE DR,CARRIZAL ST,VELASCO AVE,VELASCO AVE,94134,"Newpath Networks, LLC.",Wireless Box,07/21/2009 12:00:00 AM,APPROVED,6006176.1117599998,2086696.8003499999,,,"(37.710021691633997, -122.420425233492)"
10WR-0179,1430 SILLIMAN ST,SILLIMAN ST,CAMBRIDGE ST,CAMBRIDGE ST,94134,"NextG Network, Inc",Wireless Box,01/26/2011 12:00:00 AM,APPROVED,6006585.2740000002,2093082.5953200001,,,"(37.727578771247003, -122.419463826099)"
10WR-0182,167 UNIVERSITY ST,UNIVERSITY ST,SILLIMAN ST,SILLIMAN ST,94134,"NextG Network, Inc",Wireless Box,01/24/2011 12:00:00 AM,APPROVED,6008028.1713800002,2093158.4921500001,,,"(37.727868333125897, -122.41448106876599)"
09WR-0080      ,300 FELTON ST,GOETTINGEN ST,SILLIMAN ST,SILLIMAN ST,94134,"Omnipoint Communications, Inc. (T-Mobile)",Wireless Box,07/21/2009 12:00:00 AM,APPROVED,6009989.6848400002,2093646.38586,,,"(37.729317986548899, -122.407734428011)"
09WR-0080      ,300 FELTON ST,FELTON ST,GOETTINGEN ST,GOETTINGEN ST,94134,"Omnipoint Communications, Inc. (T-Mobile)",Wireless Box,07/21/2009 12:00:00 AM,APPROVED,6009989.6848400002,2093646.38586,,,"(37.729317986548899, -122.407734428011)"
08WR-0056,154 OXFORD ST,OXFORD ST,PIOCHE ST,PIOCHE ST,94134,"Newpath Networks, LLC.",Wireless Box,08/14/2008 12:00:00 AM,APPROVED,6006373.1802599998,2093185.5436,,,"(37.727849496353699, -122.42020434090099)"
08WR-0057,590 CAMBRIDGE ST,BACON ST,CAMBRIDGE ST,CAMBRIDGE ST,94134,"Newpath Networks, LLC.",Wireless Box,08/14/2008 12:00:00 AM,APPROVED,6007105.36515,2091809.19728,,,"(37.7241115750167, -122.417575647939)"
09WR-0044,885 UNIVERSITY ST,MANSELL ST,UNIVERSITY ST,UNIVERSITY ST,94134,"Newpath Networks, LLC.",Wireless Box,07/21/2009 12:00:00 AM,ACTIVE,6008993.5204999996,2090007.0699700001,,,"(37.719269376137497, -122.41092133337)"
09WR-0068,396 ARLETA AVE,ARLETA AVE,DELTA ST,DELTA ST,94134,"Omnipoint Communications, Inc. (T-Mobile)",Wireless Box,07/28/2009 12:00:00 AM,APPROVED,6008984.0700599998,2088492.73508,,,"(37.715110797030498, -122.410847105603)"
11WR-0041,,CLINTON PARK,STEVENSON ST,STEVENSON ST,,"ExteNet Systems, Inc.",Wireless Box,12/20/2011 12:00:00 AM,APPROVED,6006195.9941800004,2108288.2982000001,,,"(37.769308229249198, -122.421889240987)"
11WR-0053,,34TH AVE,GEARY BLVD,GEARY BLVD,,"NextG Networks of California, Inc",Wireless Box,07/31/2012 12:00:00 AM,APPROVED,5985327.6429399997,2112491.3909399998,,,"(37.7796497426759, -122.49438066496)"
09WR-0045      ,,BOWDOIN ST,WOOLSEY ST,WOOLSEY ST,,"Newpath Networks, LLC.",Wireless Box,07/23/2009 12:00:00 AM,ACTIVE,6009431.2036800003,2091513.5300499999,,,"(37.723430334246203, -122.409514685738)"
09WR-0144,,ALEMANY BLVD,FOLSOM ST,FOLSOM ST,,"Newpath Networks, LLC.",Wireless Box,01/21/2014 12:00:00 AM,APPROVED,6007544.8859599996,2094808.10237,,,"(37.732370643358898, -122.41626858935)"
09WR-0127,1691 29TH AVE,29TH AVE,LAWTON ST,LAWTON ST,,"Omnipoint Communications, Inc. (T-Mobile)",Wireless Box,07/15/2010 12:00:00 AM,APPROVED,5987140.5609200001,2103782.9394,,,"(37.755844684562298, -122.487469198059)"
11WR-0063,,17TH AVE,BALBOA ST,BALBOA ST,,"NextG Networks of California, Inc",Wireless Box,08/30/2012 12:00:00 AM,APPROVED,5990648.0745999999,2111301.64652,,,"(37.776692960380203, -122.47588827078199)"
11WR-0065,,CALIFORNIA ST,10TH AVE,10TH AVE,,"NextG Networks of California, Inc",Wireless Box,08/30/2012 12:00:00 AM,APPROVED,5992590.9942300003,2114139.2959699999,,,"(37.784596830654202, -122.469373798021)"
11WR-0109,,45TH AVE,QUINTARA ST,QUINTARA ST,,"NextG Networks of California, Inc",Wireless Box,09/13/2012 12:00:00 AM,APPROVED,5982325.0867699999,2100476.0304200002,,,"(37.746482824481497, -122.50387747699)"
10WR-0117,861 BAKER ST,BAKER ST,GOLDEN GATE AVE,GOLDEN GATE AVE,,"NextG Network, Inc",Wireless Box,10/26/2010 12:00:00 AM,APPROVED,6000346.3425799999,2111958.6307299999,,,"(37.7790544029939, -122.442386376466)"
10WR-0199,,MORAGA ST,36TH AVE,36TH AVE,,"Omnipoint Communications, Inc. (T-Mobile)",Wireless Box,07/15/2011 12:00:00 AM,APPROVED,5984933.9046200002,2103627.4493,,,"(37.755288812793196, -122.495088953139)"
11WR-0014,,HICKORY ST,FRANKLIN ST,FRANKLIN ST,,"NextG Networks of California, Inc",Wireless Box,10/27/2011 12:00:00 AM,APPROVED,6006247.6120999996,2110575.3630300001,,,"(37.775590871944402, -122.42187317792001)"
11WR-0058,,19TH AVE,CALIFORNIA ST,CALIFORNIA ST,,"NextG Networks of California, Inc",Wireless Box,11/01/2012 12:00:00 AM,APPROVED,5989928.2208099999,2114041.4638700001,,,"(37.784173973084499, -122.47857883840599)"
11WR-0063,,BALBOA ST,17TH AVE,17TH AVE,,"NextG Networks of California, Inc",Wireless Box,08/30/2012 12:00:00 AM,APPROVED,5990492.3470599996,2111296.0045699999,,,"(37.776668438839401, -122.47642656045301)"
11WR-0065,,11TH AVE,CALIFORNIA ST,CALIFORNIA ST,,"NextG Networks of California, Inc",Wireless Box,08/30/2012 12:00:00 AM,APPROVED,5992436.5094499998,2114133.7837499999,,,"(37.784572766876302, -122.469907856977)"
11WR-0066,,ANZA ST,PARK PRESIDIO BLVD,PARK PRESIDIO BLVD,,"NextG Networks of California, Inc",Wireless Box,08/30/2012 12:00:00 AM,APPROVED,5991659.6748099998,2112017.0699200002,,,"(37.778715918134303, -122.47244104966499)"
11WR-0120,,24TH ST,SAN JOSE AVE,SAN JOSE AVE,,"NextG Networks of California, Inc",Wireless Box,06/11/2012 12:00:00 AM,APPROVED,6006151.9342900002,2102002.63913,,,"(37.752046795940998, -122.421595151652)"
